code;gen1;gen2;gen3;gen4;gen5;gen6;gen7;gen8;gen9;gen10;gen11;gen12;gen13;gen14;gen15;gen16;gen17;gen18;gen19;gen20;gen21;gen22;gen23;gen24;gen25;gen26;gen27;altitude;pluvio_yr;forest;pluvio_1;pluvio_2;pluvio_3;pluvio_4;pluvio_5;pluvio_6;pluvio_7;pluvio_8;pluvio_9;pluvio_10;pluvio_11;pluvio_12;geology;evi_1;evi_2;evi_3;evi_4;evi_5;evi_6;evi_7;evi_8;evi_9;evi_10;evi_11;evi_12;evi_13;evi_14;evi_15;evi_16;evi_17;evi_18;evi_19;evi_20;evi_21;evi_22;evi_23;lon;lat;surface
185;1;0;1;0;5;0;0;1;3;206;25;2;8;0;2;5;0;0;1;4;9;0;3;2;7;60;0;631.664794921875;1503;6;39.340259552002;53.4688262939453;126.295234680176;166.835067749023;169.949768066406;139.859313964844;129.340255737305;136.335067749023;175.015579223633;210.388748168945;121.545028686523;35.3333320617676;5;0.370698004961014;0.404855996370316;0.409371197223663;0.425465017557144;0.460564851760864;0.481581658124924;0.489659667015076;0.485881477594376;0.505591154098511;0.480312526226044;0.46800696849823;0.434417009353638;0.424195766448975;0.430691987276077;0.395748466253281;0.435160636901855;0.475309699773788;0.486738801002502;0.423099905252457;0.422966748476028;0.412638962268829;0.415805220603943;0.358526319265366;14.2065149204136;3.22558726855078;23
1884;12;0;0;0;0;0;0;0;3;36;16;13;12;0;2;0;0;0;0;7;2;1;0;0;0;5;1;356.193298339844;1442.66662597656;5;71.5511093139648;77.4087142944336;143.109115600586;139.682083129883;126.901031494141;106.846038818359;121.637245178223;106.896926879883;147.747817993164;166.173980712891;142.152557373047;78.9098434448242;6;0.354780733585358;0.357285022735596;0.411604344844818;0.447766363620758;0.456331521272659;0.489102095365524;0.484895259141922;0.484855026006699;0.498719096183777;0.474231064319611;0.455185621976852;0.425716608762741;0.392440259456635;0.41763824224472;0.463771671056747;0.464260399341583;0.487297892570496;0.481841504573822;0.45843231678009;0.472778797149658;0.450068533420563;0.435159683227539;0.371441125869751;16.4929160178119;1.50141594920122;6
566;4;0;0;0;0;2;0;3;1;19;1;0;2;0;0;0;0;0;0;1;0;1;0;2;2;0;0;464.53759765625;1428;1;88;94.1666641235352;127.333335876465;145.66667175293;128.5;99.6666641235352;59.8333320617676;67.6666641235352;143.83332824707;199.83332824707;169.5;95.1666641235352;3;0.396918773651123;0.401622712612152;0.448298752307892;0.470773816108704;0.475565612316132;0.486271411180496;0.504528939723969;0.5251225233078;0.530030131340027;0.491007804870605;0.50767457485199;0.454048871994019;0.461974501609802;0.483457624912262;0.479391396045685;0.504430711269379;0.543136060237885;0.539194524288177;0.505864381790161;0.477983087301254;0.471054196357727;0.437705010175705;0.394517123699188;15.3684564617144;0.751776245136196;5.5
182;2;0;0;0;8;0;1;0;1;17;6;6;7;0;2;2;1;0;5;10;1;0;1;2;3;63;6;623.248901367188;1499.55554199219;6;40.821964263916;53.1626472473145;123.674156188965;169.276306152344;172.349716186523;140.150238037109;126.862777709961;134.340255737305;181.078002929688;211.175369262695;128.695098876953;36.6660118103027;5;0.3581862449646;0.37220486998558;0.39055660367012;0.415718585252762;0.43980672955513;0.47441890835762;0.482673585414886;0.470454633235931;0.499285340309143;0.457510560750961;0.465106755495071;0.423475086688995;0.43143966794014;0.385491162538528;0.379860520362854;0.425441473722458;0.457807928323746;0.474625021219254;0.412786930799484;0.422625541687012;0.400294452905655;0.410570234060287;0.348043769598007;14.2065149204136;3.11314131294103;13
501;1;0;0;3;1;0;0;1;0;12;6;4;5;0;0;0;0;0;1;0;3;0;1;4;2;5;1;503.850494384766;1479.88891601562;7;51.5721702575684;79.8155746459961;141.067962646484;148.340698242188;143.94514465332;122.746238708496;125.388519287109;114.255355834961;170.623031616211;200.790023803711;121.38550567627;50.5068016052246;1;0.34585440158844;0.372673213481903;0.418478667736053;0.470762848854065;0.449239134788513;0.523580610752106;0.513652503490448;0.51642781496048;0.511021137237549;0.494938015937805;0.49126273393631;0.472005277872086;0.432438999414444;0.434890002012253;0.459653317928314;0.494569718837738;0.480061799287796;0.472743481397629;0.444667965173721;0.458919405937195;0.438265353441238;0.434618562459946;0.343450129032135;15.1810465356981;2.47594756448576;5.5
1632;3;0;0;0;0;1;1;1;0;65;23;0;21;0;0;2;0;0;0;11;1;0;0;3;3;19;0;363.004943847656;1428;2;77.7001190185547;92.4039611816406;150.063186645508;146.85563659668;133.951675415039;99.1852493286133;86.0743408203125;92.2112655639648;147.915100097656;168.688980102539;162.34880065918;87.8779373168945;6;0.357140749692917;0.386679440736771;0.426461577415466;0.458403170108795;0.498470038175583;0.536547899246216;0.530136704444885;0.521289825439453;0.533842146396637;0.508246541023254;0.467779934406281;0.43858876824379;0.45220747590065;0.434247106313705;0.514373123645782;0.485195994377136;0.496702134609222;0.545336246490479;0.519489824771881;0.47633621096611;0.480206906795502;0.464494943618774;0.394295156002045;16.3055060917957;0.901704185949201;14.5
2827;5;1;2;2;1;0;0;4;3;14;29;9;13;3;1;0;1;0;0;0;7;0;10;14;9;7;18;388.253448486328;1468.33337402344;7;63.3731307983398;84.7742385864258;137.948379516602;129.039794921875;111.575256347656;106.957061767578;144.324661254883;139.075256347656;154.92041015625;178.134353637695;116.697784423828;57.9925231933594;6;0.322558581829071;0.366853386163712;0.367268174886703;0.421549946069717;0.447332978248596;0.517127454280853;0.488629132509232;0.512968242168427;0.496437340974808;0.489889323711395;0.484040498733521;0.447147369384766;0.422434151172638;0.415714383125305;0.478640168905258;0.467760533094406;0.486591190099716;0.483430355787277;0.454236090183258;0.475538641214371;0.448182821273804;0.421372652053833;0.35845810174942;17.1675917514704;2.213573668063;8.5
1032;4;0;0;0;0;0;0;0;0;66;1;0;1;1;0;0;0;0;0;3;5;0;0;0;0;1;0;447.158325195312;1464.44445800781;1;87.5144424438477;92.4566650390625;128.778335571289;146.296676635742;120.366111755371;104.800552368164;83.6222152709961;89.5866622924805;156.761108398438;184.688888549805;165.380554199219;100.475006103516;1;0.376146763563156;0.412135392427444;0.401164323091507;0.465063661336899;0.509060561656952;0.51539134979248;0.511412978172302;0.519415020942688;0.512579500675201;0.513863980770111;0.498571217060089;0.457805901765823;0.476484328508377;0.487389296293259;0.460766047239304;0.501434147357941;0.537855684757233;0.521422863006592;0.47599259018898;0.471270173788071;0.48431459069252;0.440286189317703;0.384719371795654;15.7432763137469;1.20156006757521;5
715;0;0;0;0;0;4;0;0;0;7;2;0;4;0;0;0;0;0;0;1;3;0;1;2;0;0;0;421.677185058594;1429;2;88.7649230957031;98.5547180175781;126.012435913086;146.092041015625;127.400497436523;87.81591796875;55.7412948608398;66.2599487304688;142.906707763672;199.442779541016;168.802230834961;94.9303436279297;3;0.439473450183868;0.466090619564056;0.485071152448654;0.528720557689667;0.521678507328033;0.541250169277191;0.55860310792923;0.567643523216248;0.549917280673981;0.557790219783783;0.549366295337677;0.499535858631134;0.501204431056976;0.535085797309875;0.527353405952454;0.569793581962585;0.581650733947754;0.57641464471817;0.535955429077148;0.547843098640442;0.536467790603638;0.532384276390076;0.453301668167114;15.5183844025274;0.564366319119939;6
2167;3;0;0;0;3;0;4;8;4;18;18;17;1;2;0;2;3;0;0;2;1;0;6;18;21;29;1;395.983581542969;1477.77783203125;7;65.1432113647461;77.2565994262695;149.420333862305;134.734115600586;126.166664123535;100.324043273926;147.076736450195;125.736061096191;157.456008911133;185.800582885742;124.964324951172;72.6207275390625;6;0.342506557703018;0.355030238628387;0.405937612056732;0.406139194965363;0.438357621431351;0.472889572381973;0.50434398651123;0.536040306091309;0.491633623838425;0.484311491250992;0.476707309484482;0.426620960235596;0.414871424436569;0.427044600248337;0.480386883020401;0.456807821989059;0.490300357341766;0.47341388463974;0.461721658706665;0.472523868083954;0.435065656900406;0.433862835168839;0.363054513931274;16.6803259438282;1.95119977164024;12.5
1998;2;0;0;1;0;0;0;0;0;23;12;0;14;1;0;3;0;0;0;0;3;0;0;0;4;0;0;508.282043457031;1445.11108398438;7;35.8202934265137;65.3201599121094;109.992149353027;123.070236206055;131.75178527832;124.541511535645;137.755355834961;159.2490234375;179.857757568359;190.273284912109;103.182601928711;47.7805671691895;3;0.350590378046036;0.389469534158707;0.406777024269104;0.442897707223892;0.466601818799973;0.479448199272156;0.482706993818283;0.506093978881836;0.490480124950409;0.485950827598572;0.474551349878311;0.442073732614517;0.462510764598846;0.43952265381813;0.46465191245079;0.459979236125946;0.489709109067917;0.466848999261856;0.42911684513092;0.455696612596512;0.426195174455643;0.377193808555603;0.340753257274628;16.5678799882184;2.96321337212802;4.44
668;3;0;0;0;1;0;0;0;0;1;1;0;1;3;0;0;0;0;0;1;0;0;0;1;0;1;0;435.296875;1426.77783203125;1;87.6603622436523;92.4111251831055;127.414916992188;142.220748901367;127.558921813965;101.119415283203;62.3634986877441;69.3246536254883;144.416397094727;198.646911621094;165.961578369141;97.9923858642578;1;0.386103302240372;0.396676510572433;0.438029170036316;0.458888113498688;0.480727732181549;0.511246979236603;0.529931306838989;0.517578423023224;0.508419394493103;0.502475917339325;0.503164827823639;0.450060904026031;0.460172086954117;0.474910765886307;0.493856430053711;0.507972121238708;0.53142911195755;0.537214994430542;0.506553292274475;0.504005908966064;0.478390097618103;0.449659198522568;0.394379824399948;15.4809024173241;0.789258230339447;2.5
207;10;0;0;0;0;1;2;1;3;66;45;36;8;0;1;0;1;0;0;3;21;0;2;1;1;59;4;651.237976074219;1507;6;37.9862937927246;59.5929679870605;130.74592590332;157.409805297852;173.961853027344;141.013717651367;132.314270019531;138.429077148438;174.256851196289;200.226852416992;112.617401123047;34.2705612182617;5;0.36848708987236;0.385742515325546;0.404714077711105;0.433356672525406;0.46441051363945;0.518017768859863;0.508046805858612;0.469964683055878;0.500360608100891;0.468812733888626;0.461511999368668;0.418455570936203;0.403073847293854;0.384685277938843;0.425511747598648;0.416949212551117;0.460305243730545;0.473451793193817;0.412371307611465;0.413738757371902;0.420619606971741;0.405346810817719;0.340576082468033;14.2814788908201;3.33803322416054;22
2955;1;0;0;3;0;0;2;7;1;24;32;13;25;2;0;1;4;0;2;1;6;5;2;13;17;8;11;397.636016845703;1472.55554199219;7;64.9800567626953;76.6304931640625;132.231918334961;128.545288085938;109.460105895996;110.065246582031;131.704864501953;143.985458374023;157.822509765625;168.454711914062;103.675796508789;61.449291229248;6;0.35415107011795;0.356720507144928;0.39555224776268;0.447679936885834;0.491773903369904;0.494549721479416;0.471563458442688;0.525012075901031;0.508060395717621;0.46971321105957;0.487918585538864;0.445966988801956;0.455061256885529;0.428560853004456;0.474581360816956;0.492574900388718;0.498988926410675;0.474559009075165;0.464513957500458;0.472151190042496;0.465273529291153;0.427836298942566;0.370362251996994;17.2800377070802;2.363501608876;11
605;0;0;0;0;0;0;0;0;0;3;4;0;4;0;0;0;0;0;0;0;0;0;1;0;0;10;12;477.079528808594;1462;1;55.5;78.3333358764648;144.33332824707;139.33332824707;141;110.166664123535;113.333335876465;114;157.33332824707;189.33332824707;131.33332824707;67.5;1;0.355474531650543;0.3791683614254;0.432039260864258;0.455140739679337;0.457894086837769;0.530047535896301;0.550230503082275;0.550731718540192;0.556753516197205;0.533953905105591;0.523232579231262;0.482158571481705;0.482972919940948;0.443564504384995;0.4754399061203;0.501787185668945;0.5359006524086;0.500424921512604;0.502368688583374;0.494674682617188;0.450918346643448;0.440528988838196;0.34488919377327;15.4059384469176;2.213573668063;2.0002064492
357;0;0;0;0;1;1;2;1;1;0;11;0;3;0;0;0;0;0;0;1;1;0;1;2;0;33;28;642.425659179688;1470;7;30.4999885559082;57.833179473877;129.833450317383;150.500076293945;166.000076293945;144.666748046875;149.499954223633;135.500015258789;196.166641235352;183.000091552734;112.666572570801;22.8333797454834;5;0.370092868804932;0.385885059833527;0.418865919113159;0.455610871315002;0.417821317911148;0.527882695198059;0.529862940311432;0.522369205951691;0.538421452045441;0.489392846822739;0.492572069168091;0.475197583436966;0.445868372917175;0.407736659049988;0.426961749792099;0.472798377275467;0.468481630086899;0.467790424823761;0.449675381183624;0.464431434869766;0.425117820501328;0.41759517788887;0.35492730140686;14.6188167576493;3.6753710909898;8
1873;0;0;4;0;0;0;0;0;0;13;8;0;2;4;0;0;1;0;0;0;0;0;0;1;0;4;0;348.251892089844;1436.33337402344;5;73.6002578735352;94.8969573974609;149.935623168945;148.056900024414;130.230529785156;97.7092437744141;100.836822509766;105.793930053711;152.32829284668;153.24299621582;147.893356323242;89.7680435180664;6;0.327119886875153;0.352326691150665;0.363076359033585;0.439266175031662;0.459220707416534;0.482804924249649;0.461019366979599;0.481535911560059;0.508356928825378;0.465231001377106;0.447621673345566;0.417318969964981;0.420970559120178;0.422400057315826;0.461509644985199;0.458437383174896;0.5042644739151;0.466458320617676;0.464415341615677;0.459104716777802;0.476712226867676;0.438170582056046;0.383698493242264;16.4929160178119;1.08911411196546;3
197;7;0;0;3;3;0;4;0;0;9;22;6;3;0;1;1;0;0;0;1;5;1;7;1;3;36;1;662.342834472656;1474;6;39.951976776123;58.2126159667969;129.030380249023;156.906097412109;167.489608764648;138.708435058594;132.616134643555;130.903778076172;173.956527709961;195.268402099609;117.172966003418;28.8375015258789;5;0.370526134967804;0.384178638458252;0.430703014135361;0.45831510424614;0.442901849746704;0.514558553695679;0.497206598520279;0.496009886264801;0.492649346590042;0.4722840487957;0.467447698116302;0.424691021442413;0.447262078523636;0.38719779253006;0.399000942707062;0.42171785235405;0.467701882123947;0.455590456724167;0.434370696544647;0.434081673622131;0.431826829910278;0.406736820936203;0.355354249477386;14.2439969056168;3.37551520936379;11
1366;0;4;0;0;0;0;0;28;0;10;22;8;17;0;1;1;0;0;12;0;3;0;1;7;16;0;0;438.84130859375;1528.22216796875;4;23.3081550598145;55.2599449157715;141.107223510742;144.507873535156;144.637542724609;139.003799438477;155.445281982422;173.740798950195;184.657943725586;208.395248413086;107.322868347168;33.07177734375;5;0.34328106045723;0.341929286718369;0.347364395856857;0.365658730268478;0.394519984722137;0.469152539968491;0.478148728609085;0.523199319839478;0.529188811779022;0.531348645687103;0.528340876102448;0.515451192855835;0.521315634250641;0.492582619190216;0.5087810754776;0.530998945236206;0.522626280784607;0.521677613258362;0.511038184165955;0.473787754774094;0.46130958199501;0.439552426338196;0.361261188983917;16.0806141805762;3.56292513538004;4.5
2954;1;2;4;0;0;0;0;2;1;11;23;4;21;2;1;2;0;0;0;0;8;2;7;8;5;13;0;383.093139648438;1477;5;64.5;78.1666641235352;133;128.83332824707;108.5;110.833335876465;135.83332824707;142.83332824707;159.16667175293;168.16667175293;105.5;61.8333320617676;6;0.337343692779541;0.354351878166199;0.383603870868683;0.445652365684509;0.485970258712769;0.486522704362869;0.473395675420761;0.511762678623199;0.50818794965744;0.473114967346191;0.481048554182053;0.438545614480972;0.4572793841362;0.434743225574493;0.474710643291473;0.484499245882034;0.502983331680298;0.480143636465073;0.466059774160385;0.474279344081879;0.47040730714798;0.425349563360214;0.364817261695862;17.2800377070802;2.32601962367275;8
250;4;0;0;1;2;0;4;0;2;13;28;16;10;0;1;2;0;1;8;7;5;0;11;1;4;46;61;671.482788085938;1454;7;34.5946731567383;68.5442504882812;120.718299865723;145.68928527832;161.646759033203;125.65990447998;157.29704284668;134.788131713867;190.325759887695;173.120056152344;121.055557250977;19.6076049804688;5;0.352364420890808;0.352166056632996;0.396444231271744;0.432135879993439;0.415618538856506;0.496053218841553;0.519879877567291;0.494190901517868;0.492032319307327;0.48713693022728;0.479574173688889;0.468379646539688;0.466328769922256;0.42163610458374;0.435674160718918;0.451320946216583;0.484725892543793;0.47941866517067;0.430294752120972;0.398051470518112;0.429123938083649;0.400186240673065;0.341026216745377;14.3564428612266;3.86278101700606;17
407;4;0;0;0;4;0;15;9;0;70;48;29;35;0;3;3;7;0;4;0;7;4;11;11;2;52;41;554.128173828125;1434;5;56;84.3333358764648;134.33332824707;153.16667175293;147.5;106.833335876465;115.5;101.166664123535;162.5;185.66667175293;127.166664123535;55;1;0.370155662298203;0.36729708313942;0.404381841421127;0.458060652017593;0.479087144136429;0.504778861999512;0.517710089683533;0.508333146572113;0.512478888034821;0.501751005649567;0.487141817808151;0.44169744849205;0.439494848251343;0.436375707387924;0.450577586889267;0.464576691389084;0.500573039054871;0.497734844684601;0.453554838895798;0.487431019544601;0.469582587480545;0.423051387071609;0.344010144472122;14.8437086688689;2.25105565326625;17
724;0;0;0;0;0;0;0;0;0;10;2;0;4;7;0;0;0;0;0;0;0;0;0;0;0;3;0;475.569702148438;1445;2;86.6666641235352;95;128.16667175293;139.33332824707;132.16667175293;107.333335876465;67.6666641235352;75.5;147;201.33332824707;165.5;103;1;0.415795981884003;0.437384694814682;0.461495667695999;0.489431768655777;0.519296169281006;0.531863272190094;0.570989549160004;0.55751371383667;0.548399806022644;0.521578550338745;0.528014957904816;0.480500102043152;0.482834160327911;0.521859765052795;0.520001947879791;0.55187201499939;0.568820357322693;0.567377328872681;0.4831862449646;0.544830918312073;0.508020341396332;0.485559374094009;0.406694352626801;15.5183844025274;0.901704185949201;5.5
429;0;15;0;0;2;0;22;11;1;117;61;62;58;0;17;7;8;0;0;2;0;0;19;4;6;71;76;461.791809082031;1430;1;58.1666679382324;84.6666641235352;132.33332824707;155.5;141;106.5;115.333335876465;103.666664123535;159.5;188.66667175293;125.833335876465;53.6666679382324;1;0.347530394792557;0.358006507158279;0.375486224889755;0.410615503787994;0.426095008850098;0.497215807437897;0.525887906551361;0.524718880653381;0.524748504161835;0.546368658542633;0.509045958518982;0.465783923864365;0.442097961902618;0.456059664487839;0.450406193733215;0.497749358415604;0.509672224521637;0.53145033121109;0.448578923940659;0.483989298343658;0.457165509462357;0.405929446220398;0.328236639499664;14.9186726392754;2.213573668063;17.5
3170;2;0;0;0;0;0;0;109;0;7;8;6;2;1;0;0;0;0;8;0;8;2;0;83;41;0;0;444.900970458984;1425.09875488281;1;26.4078788757324;47.4907493591309;132.201553344727;118.067039489746;116.653038024902;142.412063598633;152.200439453125;173.210174560547;160.541305541992;178.377365112305;77.4313507080078;30.1550750732422;5;0.336487323045731;0.344845473766327;0.359584182500839;0.383985459804535;0.425434708595276;0.480524361133575;0.47047558426857;0.531138122081757;0.526297807693481;0.558917820453644;0.508291602134705;0.484115421772003;0.515942335128784;0.466658383607864;0.483320385217667;0.481327295303345;0.51093053817749;0.51401025056839;0.488660901784897;0.453052639961243;0.46206122636795;0.39559331536293;0.35046598315239;17.4674476330964;3.86278101700606;4.05
148;2;0;0;0;6;4;2;3;5;14;20;1;10;0;3;1;1;0;0;3;0;0;10;8;3;53;10;632.742614746094;1452;6;34.4992713928223;56.8320579528809;134.332061767578;170.502182006836;167.334777832031;137.002548217773;116.331336975098;126.161567687988;184.83332824707;214.665573120117;141.164306640625;32.9998168945312;5;0.341992855072021;0.36967545747757;0.406927466392517;0.430856198072433;0.428207188844681;0.461469799280167;0.50175267457962;0.487487405538559;0.497724294662476;0.481041431427002;0.440981775522232;0.428255796432495;0.419741302728653;0.375499099493027;0.370819061994553;0.418627440929413;0.501924693584442;0.486522436141968;0.449100255966187;0.401653558015823;0.433680564165115;0.400746881961823;0.355704337358475;13.9066590387876;3.00069535733128;17
2058;6;0;0;0;0;0;0;1;0;6;21;3;22;1;5;3;0;0;0;0;3;1;2;4;15;0;0;397.668121337891;1482;7;59.3413505554199;78.7852249145508;141.987976074219;134.95361328125;133.297241210938;102.036087036133;143.238845825195;135.602523803711;160.963912963867;182.138610839844;115.77091217041;69.8373489379883;6;0.327590435743332;0.357216387987137;0.417532712221146;0.420092135667801;0.499797880649567;0.515349686145782;0.476721048355103;0.51063859462738;0.498787075281143;0.484748154878616;0.48293074965477;0.448284357786179;0.443793267011642;0.437580615282059;0.48895999789238;0.449068188667297;0.451376855373383;0.495882362127304;0.45537206530571;0.465382516384125;0.461069017648697;0.395013034343719;0.359341621398926;16.6053619734217;2.17609168285975;7
